Tanggal,Jam,Tanggal Jam,Total Pasien,Sembuh,Meninggal,Self Isolation,Masih Perawatan,Belum Diketahui (masih verifikasi),Menunggu Hasil,Tenaga Kesehatan Terinfeksi,Positif Harian,Positif Aktif,Sembuh Harian,Tanpa Gejala,Bergejala,Belum Ada Data,,,,,,,,,,,,
2/5/2021,8,2/5/2021 8:00,287233,256702,4502,21191,4838,,,,3340,26029,2547,9050,15663,1316,,,,,,,,,,,,
2/6/2021,8,2/6/2021 8:00,289612,261027,4541,19325,4719,,,,2379,24044,4325,7093,15579,1372,,,,,,,,,,,,
2/7/2021,8,2/7/2021 8:00,293825,265369,4587,17958,5911,,,,4213,23869,4342,5882,15947,2040,,,,,,,,,,,,
2/8/2021,8,2/8/2021 8:00,296969,268785,4631,17766,5787,,,,3144,23553,3416,4966,14527,4060,,,,,,,,,,,,
2/9/2021,8,2/9/2021 8:00,300406,271573,4681,18174,5978,,,,3437,24152,2788,4266,13500,6386,,,,,,,,,,,,
2/10/2021,8,2/10/2021 8:00,303715,274817,4725,16676,7497,,,,3309,24173,3244,3260,12165,8748,,,,,,,,,,,,
2/11/2021,8,2/11/2021 8:00,306229,278822,4748,14119,8540,,,,2514,22659,4005,2149,11293,9217,,,,,,,,,,,,
2/12/2021,8,2/12/2021 8:00,310039,284579,4798,10774,9888,,,,3810,20662,5757,683,8683,11296,,,,,,,,,,,,
2/13/2021,8,2/13/2021 8:00,313057,289189,4850,9644,9374,,,,3018,19018,4610,672,7586,10760,,,,,,,,,,,,
2/14/2021,8,2/14/2021 8:00,315553,293538,4895,9017,8103,,,,2496,17120,4349,1587,7605,7928,,,,,,,,,,,,
2/15/2021,8,2/15/2021 8:00,317432,295623,4940,8881,7988,,,,1879,16869,2085,3876,11955,1038,,,,,,,,,,,,
2/16/2021,8,2/16/2021 8:00,319293,297695,4987,9042,7569,,,,1861,16611,2072,3419,10799,2393,,,,,,,,,,,,
2/17/2021,8,2/17/2021 8:00,320738,299795,5026,8467,7450,,,,1445,15917,2100,2770,9442,3705,,,,,,,,,,,,
2/18/2021,8,2/18/2021 8:00,321111,302451,5044,7067,6549,,,,373,13616,2656,3272,10070,274,,,,,,,,,,,,
2/19/2021,8,2/19/2021 8:00,323031,304995,5081,7323,5632,,,,1920,12955,2544,2840,8527,1588,,,,,,,,,,,,
2/20/2021,8,2/20/2021 8:00,325903,307759,5121,7165,5858,,,,2872,13023,2764,2589,8729,1705,,,,,,,,,,,,
2/21/2021,8,2/21/2021 8:00,328623,310412,5172,7137,5902,,,,2720,13039,2653,1673,7851,3515,,,,,,,,,,,,
2/22/2021,8,2/22/2021 8:00,331094,312748,5206,7528,5612,,,,2471,13140,2336,1156,6465,5519,,,,,,,,,,,,
2/23/2021,8,2/23/2021 8:00,331876,314563,5248,7126,4939,,,,782,12065,1815,605,5070,6390,,,,,,,,,,,,
2/24/2021,8,2/24/2021 8:00,332658,317003,5301,6008,4346,,,,782,10354,2440,75,3217,7062,,,,,,,,,,,,
2/25/2021,8,2/25/2021 8:00,334239,319326,5346,5499,4068,,,,1581,9567,2323,2476,4621,2470,,,,,,,,,,,,
2/26/2021,8,2/26/2021 8:00,335900,321038,5385,5560,3917,,,,1661,9477,1712,1684,3764,4029,,,,,,,,,,,,
2/27/2021,8,2/27/2021 8:00,337637,322285,5439,5885,4028,,,,1737,9913,1247,825,3628,5460,,,,,,,,,,,,
2/28/2021,8,2/28/2021 8:00,339735,323892,5478,5940,4425,,,,2098,10365,1607,161,3263,6941,,,,,,,,,,,,
3/1/2021,8,3/1/2021 8:00,341793,326509,5528,5891,3865,,,,2058,9756,2617,2380,6023,1353,,,,,,,,,,,,
3/2/2021,8,3/2/2021 8:00,342371,328526,5568,5072,3205,,,,578,8277,2017,1581,4543,2153,,,,,,,,,,,,
3/3/2021,8,3/3/2021 8:00,343808,331016,5613,3742,3437,,,,1437,7179,2490,671,3358,3150,,,,,,,,,,,,
3/4/2021,8,3/4/2021 8:00,345816,332758,5657,3940,3461,,,,2008,7401,1742,650,2614,4137,,,,,,,,,,,,
3/5/2021,8,3/5/2021 8:00,346975,334100,5702,4026,3147,,,,1159,7173,1342,376,2138,4659,,,,,,,,,,,,
3/6/2021,8,3/6/2021 8:00,348591,335617,5748,4228,2998,,,,1616,7226,1517,384,2191,4651,,,,,,,,,,,,
3/7/2021,8,3/7/2021 8:00,350425,337426,5790,4194,3015,,,,1834,7209,1809,1409,3661,2139,,,,,,,,,,,,
3/8/2021,8,3/8/2021 8:00,352208,338931,5838,4494,2945,,,,1783,7439,1505,2448,4991,0,,,,,,,,,,,,
3/9/2021,8,3/9/2021 8:00,353075,340587,5883,3856,2749,,,,867,6605,1656,1892,4186,527,,,,,,,,,,,,
3/10/2021,8,3/10/2021 8:00,354115,341398,5923,3691,3103,,,,1040,6794,811,1573,3787,1434,,,,,,,,,,,,
3/11/2021,8,3/11/2021 8:00,355869,342306,5943,4253,3367,,,,1754,7620,908,1577,4749,1294,,,,,,,,,,,,
3/12/2021,8,3/12/2021 8:00,357742,343351,5969,4670,3752,,,,1873,8422,1045,1186,4729,2507,,,,,,,,,,,,
3/13/2021,8,3/13/2021 8:00,358776,345202,5991,4226,3357,,,,1034,7583,1851,1670,5243,670,,,,,,,,,,,,
3/14/2021,8,3/14/2021 8:00,359980,347210,6026,3443,3301,,,,1204,6744,2008,1195,4071,1478,,,,,,,,,,,,
3/15/2021,8,3/15/2021 8:00,361535,349002,6038,3485,3010,,,,1555,6495,1792,1272,4142,1081,,,,,,,,,,,,
3/16/2021,8,3/16/2021 8:00,362370,350561,6062,2996,2751,,,,835,5747,1559,832,3301,1614,,,,,,,,,,,,
3/17/2021,8,3/17/2021 8:00,363700,351680,6077,2907,3036,,,,1330,5943,1119,573,2972,2398,,,,,,,,,,,,
3/18/2021,8,3/18/2021 8:00,365419,352827,6100,3273,3219,,,,1719,6492,1147,246,2705,3541,,,,,,,,,,,,
3/19/2021,8,3/19/2021 8:00,367007,354036,6120,3483,3368,,,,1588,6851,1209,1150,4749,952,,,,,,,,,,,,
3/20/2021,8,3/20/2021 8:00,368944,355221,6143,3894,3686,,,,1937,7580,1185,831,4635,2114,,,,,,,,,,,,
3/21/2021,8,3/21/2021 8:00,370582,357100,6160,3859,3463,,,,1638,7322,1879,551,3608,3163,,,,,,,,,,,,
3/22/2021,8,3/22/2021 8:00,372056,358826,6179,3775,3276,,,,1474,7051,1726,1404,4804,843,,,,,,,,,,,,
3/23/2021,8,3/23/2021 8:00,372871,360479,6206,3107,3079,,,,815,6186,1653,934,3766,1486,,,,,,,,,,,,
3/24/2021,8,3/24/2021 8:00,373761,362248,6224,2650,2639,,,,890,5289,1769,595,2663,2031,,,,,,,,,,,,
3/25/2021,8,3/25/2021 8:00,375487,362975,6241,3222,3049,,,,1726,6271,727,536,2664,3071,,,,,,,,,,,,
3/26/2021,8,3/26/2021 8:00,376868,363599,6260,3629,3380,,,,1381,7009,624,1476,4650,883,,,,,,,,,,,,
3/27/2021,8,3/27/2021 8:00,378222,364251,6281,3932,3758,,,,1354,7690,652,1269,4639,1782,,,,,,,,,,,,
3/28/2021,8,3/28/2021 8:00,379692,365592,6304,3966,3830,,,,1470,7796,1341,906,4259,2631,,,,,,,,,,,,
3/29/2021,8,3/29/2021 8:00,380706,366615,6324,4034,3733,,,,1014,7767,1023,1697,5326,744,,,,,,,,,,,,
3/30/2021,8,3/30/2021 8:00,381090,367819,6327,3419,3525,,,,384,6944,1204,1250,4576,1118,,,,,,,,,,,,
3/31/2021,8,3/31/2021 8:00,382055,369007,6341,3028,3679,,,,965,6707,1188,1005,3961,1741,,,,,,,,,,,,
4/1/2021,8,4/1/2021 8:00,383392,369929,6344,3447,3672,,,,1337,7119,922,705,4175,2239,,,,,,,,,,,,
4/2/2021,8,4/2/2021 8:00,384632,371254,6351,3433,3594,,,,1240,7027,1325,1069,5153,805,,,,,,,,,,,,
4/3/2021,8,4/3/2021 8:00,385730,372494,6356,3317,3563,,,,1098,6880,1240,727,4644,1509,,,,,,,,,,,,
4/4/2021,8,4/4/2021 8:00,386466,373565,6360,3149,3392,,,,736,6541,1071,443,4112,1986,,,,,,,,,,,,
4/5/2021,8,4/5/2021 8:00,386989,374542,6372,2771,3304,,,,523,6075,977,310,3452,2313,,,,,,,,,,,,
4/6/2021,8,4/6/2021 8:00,387476,375080,6379,2705,3312,,,,487,6017,538,177,3184,2656,,,,,,,,,,,,
4/7/2021,8,4/7/2021 8:00,388338,375651,6391,2814,3482,,,,862,6296,571,868,4884,544,,,,,,,,,,,,
4/8/2021,8,4/8/2021 8:00,389577,376270,6410,3244,3653,,,,1239,6897,619,882,4700,1315,,,,,,,,,,,,
4/9/2021,8,4/9/2021 8:00,390590,376959,6424,3506,3701,,,,1013,7207,689,2071,4551,585,,,,,,,,,,,,
4/10/2021,8,4/10/2021 8:00,391567,377797,6435,3716,3619,,,,977,7335,838,1890,4165,1280,,,,,,,,,,,,
4/11/2021,8,4/11/2021 8:00,392598,379210,6450,3617,3321,,,,1031,6938,1413,939,4107,1892,,,,,,,,,,,,
4/12/2021,8,4/12/2021 8:00,393290,380560,6459,3324,2947,,,,692,6271,1350,1973,3777,521,,,,,,,,,,,,
4/13/2021,8,4/13/2021 8:00,394118,381449,6482,3326,2861,,,,828,6187,889,1902,3467,818,,,,,,,,,,,,
4/14/2021,8,4/14/2021 8:00,394779,382091,6489,3338,2861,,,,661,6199,642,1780,3178,1241,,,,,,,,,,,,
4/15/2021,8,4/15/2021 8:00,396109,382617,6504,3921,3067,,,,1330,6988,526,5357,745,886,,,,,,,,,,,,
4/16/2021,8,4/16/2021 8:00,397088,383655,6513,3607,3313,,,,979,6920,1038,1042,4370,1508,,,,,,,,,,,,
4/17/2021,8,4/17/2021 8:00,398125,384652,6520,3512,3441,,,,1037,6953,997,3509,1306,2138,,,,,,,,,,,,
4/18/2021,8,4/18/2021 8:00,399075,385615,6536,3313,3611,,,,950,6924,963,305,1481,5138,,,,,,,,,,,,
4/19/2021,8,4/19/2021 8:00,400048,386606,6558,3218,3666,,,,973,6884,991,2401,3843,640,,,,,,,,,,,,
4/20/2021,8,4/20/2021 8:00,400508,387507,6569,2945,3487,,,,460,6432,901,1593,3908,931,,,,,,,,,,,,
4/21/2021,8,4/21/2021 8:00,401110,388083,6587,2954,3486,,,,602,6440,576,1179,3865,1396,,,,,,,,,,,,
4/22/2021,8,4/22/2021 8:00,402376,388735,6596,3497,3548,,,,1266,7045,652,1136,5043,866,,,,,,,,,,,,
4/23/2021,8,4/23/2021 8:00,403260,389445,6612,3584,3619,,,,884,7203,710,872,4778,1553,,,,,,,,,,,,
4/24/2021,8,4/24/2021 8:00,404167,390334,6623,3563,3647,,,,907,7210,889,697,4296,2217,,,,,,,,,,,,
4/25/2021,8,4/25/2021 8:00,405063,391301,6645,3399,3718,,,,896,7117,967,1329,5213,575,,,,,,,,,,,,
4/26/2021,8,4/26/2021 8:00,405812,392595,6660,3152,3405,,,,749,6557,1294,1112,4478,967,,,,,,,,,,,,
4/27/2021,8,4/27/2021 8:00,406205,393205,6679,2999,3322,,,,393,6321,610,1327,4760,234,,,,,,,,,,,,
4/28/2021,8,4/28/2021 8:00,406844,393814,6690,2950,3390,,,,639,6340,609,1208,4391,741,,,,,,,,,,,,
4/29/2021,8,4/29/2021 8:00,407831,394403,6710,3308,3410,,,,987,6718,589,1012,4320,1386,,,,,,,,,,,,
4/30/2021,8,4/30/2021 8:00,408620,394939,6733,3421,3527,,,,789,6948,536,1209,5210,529,,,,,,,,,,,,
5/1/2021,8,5/1/2021 8:00,409546,395644,6747,3533,3622,,,,926,7155,705,1039,4940,1176,,,,,,,,,,,,
5/2/2021,8,5/2/2021 8:00,410400,396594,6767,3450,3589,,,,854,7039,950,842,4574,1623,,,,,,,,,,,,
5/3/2021,8,5/3/2021 8:00,411157,397349,6788,3483,3537,,,,757,7020,755,1349,5473,198,,,,,,,,,,,,
5/4/2021,8,5/4/2021 8:00,411573,397955,6807,3247,3564,,,,416,6811,606,1182,5158,471,,,,,,,,,,,,
5/5/2021,8,5/5/2021 8:00,412418,398610,6830,3240,3738,,,,845,6978,655,1102,4909,967,,,,,,,,,,,,
5/6/2021,8,5/6/2021 8:00,413323,399224,6850,3406,3843,,,,905,7249,614,1172,5489,588,,,,,,,,,,,,
5/7/2021,8,5/7/2021 8:00,414106,399821,6872,3485,3928,,,,783,7413,597,1131,5192,1090,,,,,,,,,,,,
5/8/2021,8,5/8/2021 8:00,414838,400403,6896,3569,3970,,,,732,7539,582,947,5022,1570,,,,,,,,,,,,
5/9/2021,8,5/9/2021 8:00,415647,401114,6911,3648,3974,,,,809,7622,711,836,4763,2023,,,,,,,,,,,,
5/10/2021,8,5/10/2021 8:00,416341,401744,6933,3723,3941,,,,694,7664,630,1482,5810,372,,,,,,,,,,,,
5/11/2021,8,5/11/2021 8:00,416747,402374,6952,3490,3931,,,,406,7421,630,1340,5531,550,,,,,,,,,,,,
5/12/2021,8,5/12/2021 8:00,417403,403039,6973,3402,3989,,,,656,7391,665,1176,5298,917,,,,,,,,,,,,
5/13/2021,8,5/13/2021 8:00,418188,403630,6973,3630,3955,,,,785,7585,591,1087,5013,1485,,,,,,,,,,,,
5/14/2021,8,5/14/2021 8:00,418820,404187,7003,3502,4128,,,,632,7630,557,1294,5929,407,,,,,,,,,,,,
5/15/2021,8,5/15/2021 8:00,419047,404715,7066,3288,3978,,,,227,7266,528,6055,637,574,,,,,,,,,,,,
5/16/2021,8,5/16/2021 8:00,419208,404980,7082,3189,3957,,,,161,7146,265,1145,5333,668,,,,,,,,,,,,
5/17/2021,8,5/17/2021 8:00,419629,405229,7107,3158,4135,,,,421,7293,249,1235,5834,224,,,,,,,,,,,,
5/18/2021,8,5/18/2021 8:00,419920,405357,7130,3248,4185,,,,291,7433,128,1219,5793,421,,,,,,,,,,,,
5/19/2021,8,5/19/2021 8:00,420459,405535,7149,3366,4409,,,,539,7775,178,1195,5818,762,,,,,,,,,,,,
5/20/2021,8,5/20/2021 8:00,421354,405714,7169,3797,4674,,,,895,8471,179,1312,6599,560,,,,,,,,,,,,
5/21/2021,8,5/21/2021 8:00,422210,405918,7184,4142,4966,,,,856,9108,204,1306,6655,1147,,,,,,,,,,,,
5/22/2021,8,5/22/2021 8:00,423142,406300,7196,4386,5260,,,,932,9646,382,1556,7514,576,,,,,,,,,,,,
5/23/2021,8,5/23/2021 8:00,424009,406669,7207,4744,5389,,,,867,10133,369,1479,7469,1185,,,,,,,,,,,,
5/24/2021,8,5/24/2021 8:00,424828,406987,7225,5079,5537,,,,819,10616,318,1837,8217,562,,,,,,,,,,,,
5/25/2021,8,5/25/2021 8:00,425212,407493,7239,5017,5463,,,,384,10480,506,1737,7878,865,,,,,,,,,,,,
5/26/2021,8,5/26/2021 8:00,425829,408019,7250,4993,5567,,,,617,10560,526,1619,7619,1322,,,,,,,,,,,,
5/27/2021,8,5/27/2021 8:00,426769,408585,7271,5280,5633,,,,940,10913,566,1937,8364,612,,,,,,,,,,,,
5/28/2021,8,5/28/2021 8:00,427462,409497,7288,5161,5516,,,,693,10677,912,1658,7859,1160,,,,,,,,,,,,
5/29/2021,8,5/29/2021 8:00,428269,410508,7296,5004,5461,,,,807,10465,1011,1557,7184,1724,,,,,,,,,,,,
5/30/2021,8,5/30/2021 8:00,429333,411495,7309,5100,5429,,,,1064,10529,987,1375,6661,2493,,,,,,,,,,,,
5/31/2021,8,5/31/2021 8:00,430059,412074,7327,5241,5417,,,,726,10658,579,2117,8023,518,,,,,,,,,,,,
6/1/2021,8,6/1/2021 8:00,430578,412593,7349,5214,5422,,,,519,10636,519,1996,7706,934,,,,,,,,,,,,
6/2/2021,8,6/2/2021 8:00,431179,413179,7361,5178,5461,,,,601,10639,586,1951,7330,1358,,,,,,,,,,,,
6/3/2021,8,6/3/2021 8:00,431893,413680,7381,5402,5430,,,,714,10832,501,1811,7116,1905,,,,,,,,,,,,
6/4/2021,8,6/4/2021 8:00,432799,414496,7402,5414,5487,,,,906,10901,816,2618,7650,633,,,,,,,,,,,,
6/5/2021,8,6/5/2021 8:00,434116,415317,7423,5756,5620,,,,1317,11376,821,2404,7279,1693,,,,,,,,,,,,
6/6/2021,8,6/6/2021 8:00,435135,416181,7438,5966,5550,,,,1019,11516,864,1901,7135,2480,,,,,,,,,,,,
6/7/2021,8,6/7/2021 8:00,436332,416994,7457,6261,5620,,,,1197,11881,813,2412,8576,893,,,,,,,,,,,,
6/8/2021,8,6/8/2021 8:00,437087,417997,7478,6057,5555,,,,755,11612,1003,2186,7949,1477,,,,,,,,,,,,
6/9/2021,8,6/9/2021 8:00,438458,419109,7499,6120,5730,,,,1371,11850,1112,1992,7270,2588,,,,,,,,,,,,
6/10/2021,8,6/10/2021 8:00,440554,420211,7523,6991,5829,,,,2096,12820,1102,1789,6881,4150,,,,,,,,,,,,
6/11/2021,8,6/11/2021 8:00,442847,421396,7543,7750,6158,,,,2293,13908,1185,1456,6442,6010,,,,,,,,,,,,
6/12/2021,8,6/12/2021 8:00,445302,422121,7557,8855,6769,,,,2455,15624,725,1289,6395,7940,,,,,,,,,,,,
6/13/2021,8,6/13/2021 8:00,448071,423056,7571,10034,7410,,,,2769,17444,935,1117,6352,9975,,,,,,,,,,,,
6/14/2021,8,6/14/2021 8:00,450793,424088,7609,11240,7856,,,,2722,19096,1032,4032,13945,1119,,,,,,,,,,,,
6/15/2021,8,6/15/2021 8:00,452295,425417,7634,11102,8142,,,,1502,19244,1329,3746,13108,2390,,,,,,,,,,,,
6/16/2021,8,6/16/2021 8:00,454671,426695,7665,11555,8756,,,,2376,20311,1278,3458,12419,4434,,,,,,,,,,,,
6/17/2021,8,6/17/2021 8:00,458815,428764,7713,13054,9284,,,,4144,22338,2069,2882,11788,7668,,,,,,,,,,,,
6/18/2021,8,6/18/2021 8:00,463552,431264,7777,14951,9560,,,,4737,24511,2500,2531,10655,11325,,,,,,,,,,,,
6/19/2021,8,6/19/2021 8:00,468447,433499,7836,16787,10325,,,,4895,27112,2235,1840,9740,15532,,,,,,,,,,,,
6/20/2021,8,6/20/2021 8:00,474029,435982,7905,19105,11037,,,,5582,30142,2483,1325,8734,20083,,,,,,,,,,,,
6/21/2021,8,6/21/2021 8:00,479043,439007,7976,20717,11343,,,,5014,32060,3025,8039,19670,4351,,,,,,,,,,,,
6/22/2021,8,6/22/2021 8:00,482264,442059,8014,21167,11024,,,,3221,32191,3052,6351,16241,9599,,,,,,,,,,,,
6/23/2021,8,6/23/2021 8:00,486957,443195,8057,22868,12837,,,,4693,35705,1136,6163,15906,13636,,,,,,,,,,,,
6/24/2021,8,6/24/2021 8:00,494462,445718,8107,26403,14234,,,,7505,40637,2523,5567,15624,19446,,,,,,,,,,,,
6/25/2021,8,6/25/2021 8:00,501396,448288,8177,29325,15606,,,,6934,44931,2570,5170,14668,25093,,,,,,,,,,,,
6/26/2021,8,6/26/2021 8:00,510667,451013,8220,33829,17605,,,,9271,51434,2725,4381,14547,32506,,,,,,,,,,,,
6/27/2021,8,6/27/2021 8:00,520061,454497,8269,38464,18831,,,,9394,57295,3484,3484,13789,40022,,,,,,,,,,,,
6/28/2021,8,6/28/2021 8:00,528409,457935,8348,42252,19874,,,,8348,62126,3438,17144,29461,15521,,,,,,,,,,,,
6/29/2021,8,6/29/2021 8:00,535788,461439,8426,45504,20419,,,,7379,65923,3504,15706,28925,21292,,,,,,,,,,,,
6/30/2021,8,6/30/2021 8:00,543468,464943,8486,47829,22210,,,,7680,70039,3504,14940,27514,27585,,,,,,,,,,,,
7/1/2021,8,7/1/2021 8:00,551009,468461,8528,49836,24184,,,,7541,74020,3518,13902,26151,33967,,,,,,,,,,,,
7/2/2021,8,7/2/2021 8:00,560408,473467,8547,53014,25380,,,,9399,78394,5006,12103,25076,41215,,,,,,,,,,,,
7/3/2021,8,7/3/2021 8:00,570110,479150,8577,54941,27442,,,,9702,82383,5683,11310,21941,49132,,,,,,,,,,,,
7/4/2021,8,7/4/2021 8:00,580595,484949,8652,59307,27687,,,,10485,86994,5799,8799,20101,58094,,,,,,,,,,,,
7/5/2021,8,7/5/2021 8:00,591498,491556,8779,62873,28290,,,,10903,91163,6607,7598,20096,63469,,,,,,,,,,,,
7/6/2021,8,7/6/2021 8:00,600937,497492,8861,65448,29136,,,,9439,94584,5936,18451,60476,15657,,,,,,,,,,,,
7/7/2021,8,7/7/2021 8:00,610303,501199,9042,69644,30418,,,,9366,100062,3707,18376,57521,24165,,,,,,,,,,,,
7/8/2021,8,7/8/2021 8:00,623277,512085,9110,72361,29721,,,,12974,102082,10886,14748,50824,36510,,,,,,,,,,,,
7/9/2021,8,7/9/2021 8:00,636389,526941,9306,73239,26903,,,,13112,100142,14856,10095,40727,49320,,,,,,,,,,,,
7/10/2021,8,7/10/2021 8:00,649309,543867,9357,71812,24273,,,,12920,96085,16926,7999,26379,61707,,,,,,,,,,,,
7/11/2021,8,7/11/2021 8:00,662442,564437,9395,68251,20359,,,,13133,88610,20570,4769,12893,70948,,,,,,,,,,,,
